binary,complex
"[1, 0, 1, 0]",(2.9935967680706725+3.0035240905539307j)
"[1, 1, 1, 1]",(1.0060863204585824+0.99183023506638j)
"[0, 1, 0, 1]",(-1.000948562433318-1.0005379213140317j)
"[0, 1, 0, 1]",(-1.0060639044224866-0.993250175722822j)
"[1, 0, 1, 1]",(2.9983894434172678+1.0156976491504675j)
"[0, 1, 0, 0]",(-0.9961099616264707-2.991344683766992j)
"[0, 0, 0, 1]",(-3.010610564119567-1.012491193662642j)
"[0, 1, 1, 0]",(-0.9898610848383966+2.995216354851057j)
"[1, 0, 0, 1]",(2.994897537541311-0.9904225544164929j)
"[1, 1, 1, 0]",(1.0002709108752121+3.008078927498381j)
"[1, 0, 1, 0]",(2.9966094160758434+2.9963808625696875j)
"[0, 1, 1, 0]",(-0.9980717538325375+2.997375232968487j)
"[1, 0, 0, 1]",(2.9978473727787467-0.9972732589524044j)
"[0, 1, 1, 0]",(-1.003558970469622+2.9918286258240028j)
"[0, 1, 1, 1]",(-1.0096033334798404+1.0003950492080425j)
"[1, 0, 0, 0]",(3.0019225934337057-3.003387030953875j)
"[0, 1, 0, 1]",(-1.0008347310871304-0.9937215120851746j)
"[1, 0, 0, 0]",(2.9923947357277-2.9935008489795067j)
"[0, 0, 0, 0]",(-3.0097590303047728-3.0056263502815685j)
"[1, 0, 1, 1]",(3.002411878850352+0.9979114830171113j)
"[1, 1, 0, 0]",(1.0067171369819043-3.006397390206123j)
"[0, 1, 0, 0]",(-0.9963239855935712-3.0005098663258885j)
"[1, 0, 0, 1]",(3.0053058377280024-0.9986246369603528j)
"[0, 0, 0, 0]",(-3.0057865035021467-2.997586513841256j)
"[1, 1, 0, 1]",(0.9955312487845502-1.0057985861252035j)
"[0, 1, 1, 0]",(-0.9991412441107885+2.9978368357429805j)
"[0, 1, 0, 0]",(-0.9972064389123488-2.9931644938926563j)
"[1, 1, 0, 0]",(1.0039027184793885-3.000563247690408j)
"[0, 1, 1, 0]",(-0.9959934031253673+2.9863796389834296j)
"[1, 1, 0, 0]",(0.9864339950642216-2.985735948732309j)
"[1, 1, 1, 1]",(0.9844440059296021+1.00174197003688j)
"[1, 1, 0, 1]",(0.9941258092382976-0.999337468254479j)
"[0, 1, 1, 0]",(-1.0090747225267365+2.993777607292056j)
"[0, 1, 1, 0]",(-1.0002575104978173+3.006885926659216j)
"[0, 0, 1, 1]",(-2.98929679850271+1.005460159401169j)
"[0, 0, 1, 1]",(-2.9965103178835495+1.0030385652624352j)
"[1, 0, 0, 0]",(3.0010290731277833-3.002424775657995j)
"[1, 0, 1, 0]",(2.9980772275442558+2.9990906596956295j)
"[1, 0, 1, 0]",(3.013761986810157+2.993145424579662j)
"[0, 0, 0, 1]",(-2.989349165608765-1.0055141891375259j)
"[0, 0, 1, 1]",(-2.9916184616382777+0.990843288545532j)
"[1, 0, 0, 1]",(3.0022814897459376-0.9882095692313091j)
"[1, 0, 0, 0]",(2.998315795896676-3.001814953399597j)
"[1, 0, 0, 1]",(3.000037173441869-1.0057153901078721j)
"[1, 0, 1, 1]",(3.009472350852349+1.0027368632001041j)
"[1, 1, 1, 0]",(1.0125790912091808+3.010632868391655j)
"[0, 1, 0, 0]",(-1.006987849777436-3.0040622721674017j)
"[1, 1, 1, 0]",(0.9976921297560247+2.994514936846841j)
"[1, 0, 1, 1]",(3.0105673244164692+1.0061898286899236j)
"[0, 1, 0, 0]",(-0.9995656252120124-3.0029393021402835j)
"[0, 1, 0, 1]",(-1.0075953458548677-1.0001706083022879j)
"[0, 0, 1, 0]",(-3.003539326916853+2.999530697671508j)
"[0, 1, 0, 0]",(-0.9963581988400342-2.9981470256973437j)
"[1, 1, 0, 0]",(0.9991189621940147-2.9978414577379313j)
"[1, 1, 0, 0]",(0.9995151997825764-3.0025337814349458j)
"[0, 1, 1, 1]",(-0.9924689874036755+1.0019291590468966j)
"[0, 1, 0, 1]",(-0.9916074286230097-1.0032993687960026j)
"[0, 0, 0, 1]",(-2.9962383172329052-0.9948877844166647j)
"[1, 1, 1, 1]",(1.0133664734124275+1.0145665883690684j)
"[1, 0, 1, 0]",(2.997305102398782+2.99550436555496j)
"[0, 1, 1, 0]",(-0.989715344104174+2.9996691801084605j)
"[0, 1, 0, 0]",(-0.9958293267201089-3.0007893292157326j)
"[0, 0, 1, 0]",(-3.0085485545885495+2.9947044612578737j)
"[0, 0, 0, 1]",(-3.0058176121380233-1.0003428110348382j)
"[0, 0, 1, 1]",(-2.998730415470365+0.9988600409286609j)
"[1, 0, 1, 1]",(3.0087479536342725+1.006904635151512j)
"[0, 1, 1, 0]",(-0.9904726932632961+2.995430369982432j)
"[1, 1, 1, 1]",(1.001213704166921+0.9864859289409827j)
"[1, 0, 1, 0]",(2.998289856061321+3.004703449492833j)
"[1, 0, 0, 1]",(2.995893843144216-1.0103863323455287j)
"[0, 0, 0, 0]",(-3.002506725424493-2.9968626372276614j)
"[0, 1, 0, 1]",(-0.9978710215135698-1.0143204314031709j)
"[0, 0, 1, 1]",(-2.9998596576289485+1.012994423609502j)
"[0, 1, 0, 1]",(-1.0108285537678177-1.0193800738600638j)
"[1, 0, 1, 0]",(3.0045735384845704+2.9997913718309683j)
"[0, 1, 1, 0]",(-0.9964460657586068+3.0006858201510758j)
"[1, 0, 0, 1]",(2.9952125453162335-1.0042822448876254j)
"[0, 0, 1, 0]",(-2.9928889951990847+3.003131279307182j)
"[1, 0, 0, 0]",(2.995904941191923-2.9875116901563343j)
"[0, 1, 0, 0]",(-0.9924022118467228-3.0065074951817854j)
"[0, 1, 1, 0]",(-0.993601633815135+2.999674595064431j)
"[0, 0, 1, 1]",(-2.996526718083275+1.0101338546205798j)
"[0, 1, 0, 0]",(-1.000174591868916-3.0052822117996993j)
"[1, 0, 0, 0]",(3.0040256354497448-2.991689375253798j)
"[0, 1, 0, 1]",(-0.996420432621608-0.997325031000572j)
"[0, 0, 0, 0]",(-2.9978240280759376-3.015016630308043j)
"[0, 1, 1, 1]",(-1.0082700495510126+1.0061796499039588j)
"[0, 1, 1, 0]",(-0.9997723525010553+3.0029044168713206j)
"[0, 0, 1, 0]",(-3.001504768585258+3.0012932646240666j)
"[1, 0, 1, 0]",(2.9975366728892068+2.996705683220455j)
"[0, 0, 1, 0]",(-2.9985913395866666+2.9974506389499656j)
"[1, 0, 1, 1]",(2.995342299966725+0.9963442733552452j)
"[1, 1, 1, 1]",(1.0083420155235594+1.0033649102401454j)
"[0, 0, 0, 0]",(-3.0006426556665433-3.0012400672490025j)
"[0, 1, 1, 1]",(-1.0050946727589336+0.9944043955699713j)
"[1, 0, 1, 1]",(3.0072869941902876+0.9928966372929362j)
"[1, 1, 1, 1]",(0.9931126115433601+1.0090737747324003j)
"[0, 0, 0, 1]",(-3.0100968073376766-0.9998478953559042j)
"[0, 1, 0, 1]",(-0.9961041318874422-1.0015314898409848j)
"[1, 0, 0, 1]",(3.0053144481172014-0.9945385139687885j)
"[1, 1, 0, 0]",(0.9980788115807853-3.0022071628739857j)
"[0, 0, 0, 1]",(-3.010788865085035-1.012781170690821j)
"[0, 0, 0, 1]",(-3.0073234561441016-0.9936622976505544j)
"[0, 1, 0, 0]",(-0.9944141122834058-2.997446322124554j)
"[0, 1, 0, 1]",(-1.0051522844365752-0.9974065724736144j)
"[0, 0, 1, 1]",(-3.005377182721731+1.0012852869750926j)
"[1, 1, 1, 0]",(1.0059072004751979+2.992777193424918j)
"[1, 0, 1, 1]",(2.998181456715203+0.9954565691569932j)
"[0, 0, 0, 0]",(-2.992500339761029-3.0052177104342808j)
"[1, 0, 0, 1]",(2.9950694304906014-0.9897910857578215j)
"[0, 0, 1, 1]",(-2.996482825148759+1.0038032870080258j)
"[0, 1, 0, 0]",(-1.0104112133260676-3.0025208545007582j)
"[1, 1, 1, 1]",(1.015682724236494+1.0044790692965722j)
"[0, 0, 1, 0]",(-3.0042170679818887+3.0111528196297654j)
"[0, 0, 0, 1]",(-3.0142475652723926-1.015784062075813j)
"[0, 0, 0, 0]",(-3.0006501334404185-3.001277346420255j)
"[1, 1, 0, 0]",(1.0050418774240015-3.01479587570095j)
"[1, 0, 1, 1]",(3.0021310839547333+1.0031423282479965j)
"[0, 1, 1, 1]",(-1.0092289412589759+0.9974335715189795j)
"[1, 0, 1, 1]",(2.994773805857247+0.98811022660297j)
"[1, 0, 0, 1]",(3.0030951252533433-1.0062915733640074j)
"[0, 0, 0, 0]",(-2.9932212701668695-3.0063030445127428j)
"[0, 1, 1, 0]",(-1.004544405185754+2.9996334315617212j)
"[1, 0, 0, 0]",(3.0021152869379346-2.995949447353374j)
"[1, 1, 1, 0]",(1.0059649632036969+3.0058041432088456j)
"[0, 0, 0, 0]",(-2.990544372639826-3.021452923395634j)
"[0, 0, 1, 1]",(-3.0020059655157736+1.0011111305983615j)
"[0, 1, 1, 0]",(-1.0000893409884222+3.004916037572627j)
"[0, 0, 1, 1]",(-2.998702042670519+0.9980927283611027j)
"[0, 1, 1, 1]",(-0.9953683496806812+1.0042322637434495j)
"[0, 0, 0, 0]",(-2.9984093529593734-2.994390991643691j)
"[0, 1, 0, 1]",(-1.0015629323771622-1.0044174097067917j)
"[0, 1, 0, 1]",(-1.0098649165263949-1.0134548047053333j)
"[1, 0, 1, 0]",(3.0018341767586723+3.012994088395733j)
"[0, 1, 0, 0]",(-1.0026283948981463-3.0060731320661516j)
"[0, 0, 0, 0]",(-2.999787483204797-2.994342810264016j)
"[0, 0, 1, 1]",(-2.9988814642195374+1.008668280959242j)
"[0, 1, 0, 1]",(-1.0052805975787817-1.0057452406380825j)
"[0, 0, 0, 1]",(-2.9974823018274495-1.0061745517460863j)
"[0, 1, 0, 1]",(-1.0020101794970322-0.9893570218060262j)
"[0, 1, 1, 0]",(-0.9911247649371235+2.9938254116856426j)
"[1, 1, 1, 0]",(1.0017219568569657+3.009601319463152j)
"[1, 0, 1, 1]",(2.9959685416839+0.9905072094301403j)
"[0, 0, 0, 1]",(-2.99305490356172-1.0025806014460978j)
"[0, 1, 0, 0]",(-1.0048580941406093-3.0031423531492565j)
"[1, 0, 1, 0]",(2.9999636304667883+2.995011117511345j)
"[0, 0, 1, 1]",(-3.0013310179838038+0.9823180356710681j)
"[0, 0, 1, 0]",(-3.0074342411236255+2.99557406970058j)
"[1, 1, 0, 1]",(1.0085153504286237-1.0050722335916378j)
"[0, 1, 1, 1]",(-1.0011817391432043+0.994214120888659j)
"[0, 1, 0, 1]",(-1.0004234586438474-1.002170195409808j)
"[0, 1, 0, 0]",(-0.9967064973582374-3.005714681705541j)
"[1, 0, 0, 1]",(3.005836016098653-0.9926858069723137j)
"[1, 0, 1, 1]",(2.999679596799564+0.9997473444403676j)
"[1, 0, 1, 0]",(2.9961706625609636+2.99116257091109j)
"[1, 1, 1, 0]",(1.001046912167+3.002433645616938j)
"[1, 0, 0, 1]",(2.9972370487311384-0.9979199199430426j)
"[0, 1, 1, 1]",(-0.992019079745533+1.0040393751726604j)
"[0, 0, 1, 0]",(-3.0011675230832995+3.0043209908756183j)
"[0, 1, 0, 1]",(-0.9915986682632612-0.9961171605342686j)
"[0, 0, 1, 1]",(-3.0035853855146257+0.9913471991482644j)
"[1, 1, 0, 0]",(0.9966904910174377-2.9981515231917797j)
"[1, 1, 1, 1]",(0.9896727531783119+1.0028977433787383j)
"[1, 0, 0, 1]",(3.0011079939669854-0.9871426360077538j)
"[0, 1, 1, 0]",(-0.9965119954446096+2.99123123579002j)
"[0, 0, 0, 0]",(-3.0091662035079407-2.994392069671733j)
"[1, 1, 1, 1]",(1.0078661230178392+0.9950421167662874j)
"[1, 0, 0, 1]",(3.0135689365668012-1.0042884188912367j)
"[1, 0, 0, 0]",(2.993663754109181-3.0068807917341154j)
"[0, 0, 1, 0]",(-2.9999074006459585+3.01022208077245j)
"[1, 0, 0, 1]",(2.9948603799950764-0.9995223924610394j)
"[1, 0, 0, 1]",(3.001155079588723-1.0003646543028764j)
"[0, 1, 0, 0]",(-0.9957373712080744-2.9907067165648185j)
"[0, 1, 1, 1]",(-0.990358729454571+1.0040563056800371j)
"[0, 0, 0, 0]",(-2.98278162049038-3.0087515456882983j)
"[0, 0, 0, 1]",(-2.994808239287821-0.9932568565938553j)
"[1, 0, 0, 1]",(2.995906659979614-1.0000925804859369j)
"[0, 0, 1, 1]",(-2.9881751617325016+0.9962642114054749j)
"[1, 1, 1, 0]",(0.9962940168703156+2.9971309755672277j)
"[0, 0, 1, 1]",(-3.0075839531320114+1.0015301088906214j)
"[1, 0, 1, 1]",(3.0021691964649224+1.0179608401588125j)
"[0, 1, 1, 1]",(-0.9964832654365909+0.9946456037470985j)
"[1, 0, 0, 1]",(2.9945941929594473-0.999478888180364j)
"[1, 0, 1, 0]",(3.005329076336094+3.004020192342756j)
"[0, 1, 0, 0]",(-1.0038460257916235-3.011325503465039j)
"[0, 1, 0, 0]",(-1.003719959039636-2.9969423589696005j)
"[0, 0, 1, 0]",(-3.006050682424879+2.9894803957925746j)
"[0, 1, 0, 0]",(-1.0100628952960957-2.999460570378015j)
"[1, 0, 1, 0]",(2.9934377246524084+3.0013403594560955j)
"[0, 0, 1, 0]",(-3.001079483512849+3.022015798933409j)
"[0, 1, 1, 1]",(-0.9997017020696325+0.999794665238326j)
"[0, 0, 0, 1]",(-3.0111560581048464-1.0093384357234088j)
"[1, 1, 1, 1]",(1.0030657211208744+0.9998378857418695j)
"[1, 0, 1, 0]",(3.00208736139301+3.0041862263335553j)
"[1, 0, 1, 1]",(2.993297237966055+1.0098217009487027j)
"[0, 0, 0, 1]",(-2.9930778659688038-0.9996312841326281j)
"[0, 1, 1, 0]",(-0.9966889749082564+3.0141836804156044j)
"[0, 1, 1, 1]",(-1.0180770640396497+1.0009634266210268j)
"[1, 0, 1, 1]",(3.003083965395274+1.0036337786174916j)
"[1, 1, 0, 0]",(0.9964182668537038-2.994932569831043j)
"[1, 1, 1, 0]",(1.009037641357914+2.9862742751669114j)
"[0, 0, 1, 1]",(-2.9935296542970162+1.0007875098263344j)
"[1, 1, 1, 1]",(1.0056034933919036+1.0069767770192597j)
"[1, 1, 0, 0]",(1.0005428771700882-2.993003378512674j)
"[0, 0, 1, 1]",(-2.9891053608706093+0.9970446785579662j)
"[0, 1, 0, 1]",(-1.009670891580804-0.9915682470866031j)
"[1, 0, 0, 0]",(2.9984098291253227-3.0049443927707333j)
"[1, 1, 1, 0]",(0.9987418015208283+3.0064196072466314j)
"[1, 0, 0, 1]",(2.99420344279187-1.00859284217131j)
"[1, 1, 1, 0]",(1.002833025937497+2.985865571290047j)
"[1, 0, 0, 0]",(2.999035206997871-2.990542668600863j)
"[0, 1, 0, 1]",(-0.9898391441847469-1.0004847718265368j)
"[1, 1, 0, 0]",(1.0066688759972746-3.0014389599372406j)
"[1, 0, 0, 0]",(2.9922561942905843-2.9988698846299555j)
"[0, 1, 1, 0]",(-1.003202273627737+2.999598120225585j)
"[0, 0, 1, 1]",(-2.9925842333856596+1.0098739285121168j)
"[0, 1, 1, 0]",(-0.9898388659631211+3.0026702674346253j)
"[0, 1, 1, 1]",(-0.9936037868002714+0.994294932403944j)
"[0, 1, 1, 0]",(-1.0011227146092267+3.002215466164118j)
"[1, 1, 0, 0]",(1.0027289374143857-3.0005006891339567j)
"[0, 1, 0, 0]",(-0.9994107588596799-3.003951101677576j)
"[0, 1, 1, 1]",(-0.9899445907870517+0.9947082128702329j)
"[0, 0, 1, 1]",(-3.0141884732814286+1.0071819139789806j)
"[1, 0, 1, 0]",(3.00527299522152+3.000424382526364j)
"[1, 1, 0, 1]",(0.9921864299792964-1.0021684780923361j)
"[0, 0, 0, 0]",(-2.9946751080447136-3.003858234178028j)
"[0, 1, 1, 1]",(-1.001687114148214+0.9954661735348049j)
"[0, 1, 0, 1]",(-0.9912530191874769-0.9937704988018125j)
"[0, 1, 0, 1]",(-1.0081344051502366-1.011935551163j)
"[0, 1, 0, 0]",(-1.0037217883534733-3.0031160399152204j)
"[0, 1, 0, 0]",(-0.9981068024233135-3.005972458381311j)
"[0, 0, 0, 1]",(-2.9925327433938964-0.9979275671840514j)
"[1, 0, 0, 0]",(2.9919839259110157-3.004515908988552j)
"[1, 1, 1, 1]",(1.0118456476903426+1.0071065625152968j)
"[0, 1, 0, 0]",(-1.001766474981539-2.998577888641805j)
"[1, 1, 0, 0]",(0.9989803074876865-3.005562112963692j)
"[0, 1, 1, 1]",(-1.0177276738736185+0.9983167884492523j)
"[1, 1, 1, 1]",(1.00682485114393+0.9838945702939562j)
"[1, 1, 1, 0]",(0.9948283751229646+3.006326393889065j)
"[1, 1, 0, 0]",(1.0077340801325396-2.9950475591293646j)
"[0, 0, 0, 1]",(-2.990345344514383-1.0008646271053168j)
"[0, 0, 0, 1]",(-2.9869641860874476-1.0076053201455186j)
"[1, 0, 0, 0]",(3.013025925914857-3.0034629176732435j)
"[0, 1, 1, 0]",(-1.0015707520610588+3.008562732029246j)
"[1, 1, 0, 0]",(0.9972289432920048-2.9949622034224403j)
"[0, 1, 0, 1]",(-0.9921329074923002-0.9957218687112479j)
"[0, 1, 1, 1]",(-1.0053855312175053+1.0006137779716413j)
"[0, 0, 0, 1]",(-2.996871948503735-1.0087862596338493j)
"[1, 0, 0, 1]",(3.005172153540632-0.9948617822133037j)
"[0, 1, 0, 1]",(-1.0007865866693542-1.0125427679251175j)
"[1, 0, 1, 1]",(2.990584785861859+1.0022441507561783j)
"[1, 0, 1, 1]",(2.9814811888183863+1.001063726864631j)
"[0, 0, 0, 0]",(-3.0030333095264043-3.005578731210914j)
"[0, 0, 1, 1]",(-2.994683088317384+0.9917105360698634j)
"[0, 0, 1, 0]",(-2.992922362476607+2.9981353948752565j)
"[1, 1, 0, 0]",(1.0055311712162005-3.0020586363574373j)
"[1, 1, 0, 1]",(0.9996350491266491-1.0085185650816433j)
"[0, 1, 1, 1]",(-0.994041759241128+0.9968023084109024j)
"[0, 0, 1, 0]",(-2.9963656122370472+2.995152802961552j)
"[1, 0, 0, 1]",(3.0066740493091095-0.9933255382380659j)
"[0, 1, 0, 0]",(-0.9975090554626891-2.993334755772325j)
"[0, 1, 0, 0]",(-1.0045377092289427-2.993599458520725j)
"[0, 0, 0, 0]",(-2.9899871400961877-2.996787935219254j)
"[0, 1, 1, 0]",(-0.992365552718357+3.0016128798889077j)
"[1, 1, 0, 0]",(0.9890295809086416-3.000688810552887j)
"[0, 0, 1, 1]",(-2.9840170506494887+1.0047533506313386j)
"[1, 1, 1, 1]",(0.9852973381558109+1.0122440352908266j)
"[0, 1, 0, 0]",(-0.997611554730841-3.0078175225855923j)
"[0, 1, 1, 1]",(-1.0028500981548452+1.0032571878202075j)
"[0, 1, 1, 0]",(-0.9936796717208741+3.002976728788277j)
"[0, 0, 0, 0]",(-3.0093480287964267-2.9965519618935854j)
"[0, 1, 0, 1]",(-0.9960850773810251-1.003501590760616j)
"[0, 1, 1, 1]",(-0.9968718210206914+1.0156957009490364j)
"[0, 1, 1, 1]",(-1.0025345833675368+0.9992263730560053j)
"[0, 1, 1, 1]",(-1.0064240257745283+1.0024066851423687j)
"[1, 0, 1, 0]",(3.00253072954652+3.0026436502439675j)
"[0, 1, 0, 0]",(-0.997704344852822-2.990219041998865j)
"[0, 0, 0, 0]",(-3.013405182009266-3.0087031559513493j)
"[0, 1, 0, 0]",(-1.005857211868643-2.9992951445293015j)
"[0, 0, 0, 0]",(-2.987127375212091-2.9827410173863043j)
"[0, 1, 1, 0]",(-1.010729589842197+3.000991683311582j)
"[0, 1, 1, 0]",(-1.0065408846241681+2.9958154758137097j)
"[1, 0, 0, 0]",(3.0080456111295395-3.0038597426712794j)
"[0, 0, 0, 1]",(-2.9995598575147993-0.9935457875505044j)
"[0, 0, 1, 0]",(-2.999736246106361+3.0039524436747693j)
"[1, 1, 1, 1]",(0.9992035714906193+1.0084217838097491j)
"[0, 0, 1, 1]",(-2.9921114974961815+0.9959202917531056j)
"[1, 1, 0, 1]",(0.9976374126466401-1.0031998134183426j)
"[1, 1, 0, 0]",(0.9974859724059901-3.0079709046247687j)
"[0, 1, 1, 0]",(-1.0006301666261583+3.0040641752376467j)
"[0, 1, 0, 1]",(-0.9952044631388883-0.9993015379366719j)
"[0, 0, 0, 1]",(-3.0099878789319297-1.0029435572982972j)
"[1, 0, 1, 0]",(3.007680734061456+3.000996653407934j)
"[0, 1, 0, 1]",(-1.0066560498443524-0.998309911617803j)
"[1, 1, 0, 0]",(0.9937876026229809-3.000399152913387j)
"[0, 1, 0, 1]",(-0.9997726653066216-0.9965774988445699j)
"[1, 0, 1, 1]",(3.0004642056148834+1.001283877144376j)
"[1, 1, 1, 0]",(1.000230718597584+3.0108494185188475j)
"[0, 0, 0, 0]",(-3.0156555923805057-3.000461177111964j)
"[1, 1, 0, 1]",(0.9998004045389113-1.0093040209608912j)
"[1, 0, 1, 1]",(3.0013855434688397+1.0074115707452989j)
"[1, 0, 0, 0]",(3.00601960066011-2.9957151104765196j)
"[0, 1, 0, 0]",(-0.9974057813306372-3.001822719088943j)
"[1, 0, 0, 1]",(3.0082004804335365-0.9901860047770967j)
"[1, 1, 1, 0]",(0.9961442585546679+2.997219310555788j)
"[1, 0, 0, 0]",(3.0139177395252688-3.0000882886473965j)
"[0, 1, 1, 0]",(-0.9977415096579775+2.9949510758208637j)
"[1, 0, 1, 1]",(2.9970814857765578+1.0035460755131502j)
"[0, 0, 0, 0]",(-2.9933662447381444-2.996895573427249j)
"[0, 0, 0, 0]",(-3.0045044719120875-3.0084997000565776j)
"[1, 1, 1, 0]",(1.0066145344375201+3.012035035450687j)
"[0, 1, 1, 0]",(-0.9988242925031341+2.999794743915292j)
"[0, 0, 1, 1]",(-2.9986403194566082+0.99398613440639j)
"[0, 0, 1, 0]",(-2.988123708944854+3.005915100913074j)
"[0, 1, 1, 1]",(-1.0025493963517322+0.9933965618360088j)
"[1, 0, 0, 0]",(2.993170253350847-2.9942904240248143j)
"[1, 0, 1, 0]",(2.995140667062399+2.991235657451146j)
"[0, 1, 0, 0]",(-0.9980479483901075-2.997197958878273j)
"[1, 1, 1, 0]",(0.9892727049639835+3.005549813328574j)
"[1, 1, 1, 0]",(0.9978512709038865+2.9892012276684454j)
"[0, 1, 0, 1]",(-0.9959650790231613-1.0115721189885964j)
"[1, 0, 1, 1]",(2.9986713563245857+1.0028222574029668j)
"[1, 1, 1, 0]",(1.0081542343843688+3.0015698394232664j)
"[0, 0, 0, 1]",(-3.002016464426972-0.9955892035541759j)
"[1, 0, 1, 1]",(3.001888718397318+0.9999765632625575j)
"[0, 1, 1, 0]",(-1.003625879506535+3.0083930518001085j)
"[0, 1, 1, 1]",(-0.9888738588484797+1.0020578354591532j)
"[1, 1, 1, 1]",(0.9997567342728029+1.0001293488870413j)
"[0, 0, 1, 1]",(-3.0022097541753636+1.006383220935408j)
"[0, 0, 0, 1]",(-2.9955485687559564-0.9851228279086918j)
"[0, 0, 0, 0]",(-3.0028690684488-2.994699945698486j)
"[1, 1, 0, 1]",(1.0051335361576548-1.0042130514816465j)
"[0, 0, 0, 0]",(-3.0111404775439805-2.983810922511282j)
"[0, 0, 0, 1]",(-3.012068934049637-0.9957540364227606j)
"[0, 0, 0, 1]",(-3.0005863915481834-0.9947812778367582j)
"[0, 1, 0, 0]",(-0.9948712251880418-2.9869321118828323j)
"[0, 0, 1, 0]",(-3.0053413575508205+2.9904897826774253j)
"[0, 0, 0, 0]",(-2.9968844404839077-3.001743073702092j)
"[0, 1, 0, 1]",(-0.9997231411393891-1.0075299291968671j)
"[0, 1, 1, 0]",(-0.9988323531461826+3.003922709037041j)
"[0, 0, 1, 1]",(-2.993362498731008+0.994447459996319j)
"[0, 0, 0, 0]",(-2.999531941052129-3.007699336416829j)
"[0, 0, 0, 1]",(-3.0024123482732197-1.0152906819833198j)
"[1, 0, 0, 1]",(2.9973749649775754-1.0021680729890243j)
"[1, 1, 0, 0]",(1.000804093038608-2.9962508810531108j)
"[0, 0, 0, 1]",(-2.998089037120342-0.9986039081730335j)
"[0, 0, 1, 0]",(-2.993303885866748+2.9930021122640276j)
"[0, 0, 1, 0]",(-2.9916099077692944+3.01331436875385j)
"[1, 0, 1, 0]",(3.0019086354363074+2.9922133723843634j)
"[0, 1, 0, 0]",(-0.9970486321470803-3.0008258621960775j)
"[0, 0, 1, 0]",(-2.993564179357953+3.0109113727269414j)
"[0, 1, 1, 0]",(-0.9850738672047042+3.0198513856266405j)
"[1, 1, 1, 1]",(0.992407567721038+0.9875880644747355j)
"[1, 0, 0, 0]",(2.9967568352170364-2.9957720906688423j)
"[0, 0, 1, 0]",(-3.00160998101469+2.996656226515003j)
"[1, 1, 0, 0]",(1.009870431381438-2.9874397980512004j)
"[1, 0, 0, 0]",(2.9944003065505-2.997380046616338j)
"[1, 1, 1, 1]",(0.9999586845950031+1.0058395659300383j)
"[1, 0, 0, 1]",(3.0001565580034995-0.9949679062534782j)
"[1, 0, 0, 1]",(3.0066094083872774-1.0022571211303146j)
"[1, 1, 0, 1]",(0.9855264062158181-0.9900618125816814j)
"[0, 0, 1, 1]",(-3.0037257728491693+0.9947002614214476j)
"[1, 1, 1, 0]",(1.0015765717962013+3.0045629480867997j)
"[1, 1, 0, 0]",(1.0008049689439957-2.996806159511449j)
"[1, 0, 0, 1]",(2.9943250826598784-1.0007861077546585j)
"[0, 1, 1, 0]",(-0.9942442022526193+3.0093320739114375j)
"[0, 1, 0, 1]",(-1.0006041200495355-0.999048603111816j)
"[1, 0, 1, 1]",(2.9997684197682277+1.0075416555704075j)
"[1, 1, 0, 0]",(0.9874545034446344-2.998702361405j)
"[0, 1, 0, 0]",(-1.0047144517900695-3.0059645291954116j)
"[0, 0, 0, 0]",(-2.991170403232653-2.996540420700798j)
"[0, 1, 0, 0]",(-1.00395285028726-3.001819761129061j)
"[1, 1, 1, 1]",(0.9948018664889455+1.0001882605690298j)
"[0, 0, 1, 0]",(-3.0011399922561006+3.00452835408277j)
"[0, 0, 0, 0]",(-2.9971546596770913-2.995661224663294j)
"[1, 1, 1, 1]",(0.9992338204983334+0.9885266593467238j)
"[0, 0, 1, 1]",(-2.995308901426891+1.0064998892018935j)
"[1, 0, 1, 1]",(3.008470624656393+0.9925270862754272j)
"[0, 1, 1, 0]",(-0.9988836491269816+3.0030783831595573j)
"[1, 0, 0, 1]",(3.00916910124404-0.9972950616594682j)
"[0, 0, 0, 0]",(-2.9945901628672322-3.003099803727458j)
"[1, 1, 1, 1]",(1.009129977408449+0.9998655453723511j)
"[1, 0, 0, 0]",(2.9893957016459414-2.9925514890331644j)
"[1, 1, 1, 1]",(1.00011582714471+0.9880329248160523j)
"[0, 1, 1, 0]",(-0.9941127566864026+2.996830602486476j)
"[1, 0, 1, 1]",(2.999070377588294+0.9957315349107351j)
"[0, 1, 0, 0]",(-1.0009547680864006-3.004115857789133j)
"[0, 0, 1, 0]",(-2.9908704893718756+2.992493482033516j)
"[1, 0, 0, 1]",(3.0084649569072095-1.0110872439400163j)
"[1, 0, 1, 1]",(2.9934342012789434+0.9883334210944772j)
"[1, 1, 1, 0]",(0.9854729613235702+2.9849706116317383j)
"[0, 0, 0, 1]",(-3.0053069757767044-0.9916551629704392j)
"[0, 1, 1, 0]",(-0.9974397574130173+3.0127464407700772j)
"[0, 1, 1, 1]",(-0.9985230154761601+0.9977468286820297j)
"[0, 1, 0, 0]",(-0.999298685930511-3.0030829117370788j)
"[1, 1, 1, 1]",(1.000082588465131+0.9965190818621381j)
"[1, 1, 1, 1]",(1.0016790414071333+0.9953964059479833j)
"[0, 1, 0, 0]",(-1.0047900579865654-2.9832022407518917j)
"[0, 1, 0, 1]",(-1.0152044193196637-1.008602079137974j)
"[1, 0, 0, 0]",(3.002641143993462-2.988463319993211j)
